,review
318,"My friend randomly found this restaurant and I'm glad they did! We went in the evening on a Sunday night and were lucky enough to park right in front on the street.There is indoor and outdoor seating. Both were very cute with nice lighting and such, but we chose to sit inside at a window, which was perfect. Our server (I THINK her name is Julia) was AMAZING! So sweet, charming, knowledgeable and overall kind. She gave great service that was fun and attentive, and was never overbearing. She had great recommendations that we didn't regret. The overall staff were extremely nice honestly. Unfortunately their fryer was down that night so we didn't get to try what we initially wanted, however I'm sure we'll both be back. What we ordered: Bruschetta Pomodori 5/5! Gnocchi with bolognese 3.5/5 Mezzelune Ai Porcini 5/5 A Hella Good (cocktail) 5/5 *I don't remember the name of mine but it was good as wellThe lemon cake dessert with mascarpone was pretty tasty, but nothing spectacular. I definitely recommend coming here..!"
319,"This place is a solid 4.5 with a perfect experience and good food! They don't take reservations, so it's usually just a wait, but luckily on a Sunday night, there was no wait. Sara was our waitress and was very nice, and she knew all about the food, joked around, and gave us good recommendations. The atmosphere is darker and intimate, but also very lively despite not having a wait, so it was definitely a place that people seem to enjoy! I have been here before, but did enjoy it the first time so wanted to try it out again (looks like I forgot to review this place the first time!)They gave complimentary bread as starters, and you could easily get lost finishing it while waiting for your food. Not sure how fresh the bread actually is, but it was buttered and warm. We ordered the Sacchetti and the Quattro Formaggi Roman pizza, and I was so surprised that this place actually split the pasta into two dishes for you to share! The Sacchetti is unlike anything I have tried before, and would say it is one of the dishes to try here to see what it's like. They are like tortellini/ravioli filled with cheese with hints of sweetness like pear, and then with some walnuts to add a sense of earthiness and crunch. It fills your mouth with all textures and flavors, and really does feel like a balanced pasta dish even though the ingredients are so simple! The Roman pizza was also very nice, a great amount of cheese but still with distinct flavors from the different cheeses they use. For dessert, we got the Tiramisu which I thought the cream was great, but just felt on the dryer side as it felt like the lady fingers could have been soaked more like you would have for a classic tiramisu. Last time I came here, I remember getting a pink sauce pasta, but that was on the tangy side and not something that I really remember, so I need to try it again next time I come to give a proper review of it. But the portion sizes were good and the service was great!Overall I think this is a solid modern Italian place in SF! I think the food and atmosphere is great to continue to visit again and again, and I don't think I'll find a dish like the Sacchetti anywhere else!"
320,"Their Friday and Saturday night hours extend to midnight now! Super lively energy even late at night (it's hard to find food spots open after 10pm in SF). Good vibes for parklet seating and indoor tables too Ordered the prosciutto burrata pizza in person for takeout, and it was really easy and only took 10 minutes for them to make! Came with red pepper and Parmesan on side.Pizza is a nice focaccia texture, more of a hefty bready bite flatbread but still soft/chewy. Burrata was so creamy. I thought there could have been more flavor outside of a saltiness, like a fruit, pesto, or pepper accompany the toppings.Would likely come back to try their pasta next time and get cocktails if with friends."
321,"The ambiance here is spectacular and so is everything else! My friends and I grabbed some drinks at the bar while we waited to get seated for our party of 5. It was a Monday, so we got a table fairly quickly. What I tried:* Garlic Bread - This usually comes with 4 pcs, but our waiter added 1 more since we had 5 people. Such an amazing simple appetizer!* Crab Cakes - I'm usually not a huge fan of crab cakes, but these were great. They had a nice crunchy exterior but the crab meat was not dry and had a great flavor. * Amatriciana - The pasta was perfectly cooked and smothered in this delicious spicy tomato sauce. I personally wouldn't have minded a little more spice but it was amazing still. * Gnocchi in Ragu sauce - The gnocchi was so fresh and basically melted in your mouth. Would definitely come here again to try it with all of the different sauce options. Going to be adding this spot to my favorites and will be coming back again soon!"
322,"First I would like to start off with the focaccia bread that they give complimentary, it's delicious! It's super fluffy and warm and great with the olive oil. The appetizers we got were pretty good as well and I got the truffle cream sauce with my pasta since i'm a huge truffle fan. The service was great as well and our server was really nice! They have outdoor and indoor seating, indoors is super cute but they do have heaters outside of indoor seating isn't available. Overall, Bottega is good and if you're going for classic pasta dishes to just satisfy ur pasta cravings I would recommend!"
323,"The food is always delicious!  That said, last night's Sacchetti was pathetically small for the price. It didn't even cover the bottom of the take out container. It was barely an appetizer. Fortunately there was plenty of Mezzemaniche Boscaiola to share."
324,"I loved everything about this place :) we went with friends without a reservation and were immediately seated, so that was the first win! Friendly service, gorgeous ambiance and amazing decor. it has seating indoor and outdoor.In $130 (before tip) we got:- free bread 3/5 for the table with condiments . I would save my calories for main course- eggplant pasta which we customized to add grilled chicken and make the sauce spicy 5/5- vegana pizza - 4.5/5 - loaded with veggies and just the perfect amount of cheese and crispy !!- calamari 5/5 - loved that it came with some veggies in it and made fresh not oily calamari with a yummy pink dip- virgin mojito - skip it- valencia dream cocktail 4/5  - pink gin based yummy- sweet dreams - 5/5 sweater and the best one i liked- sunset cocktail - 4/5Sadly, the big black pepper (star of the restaurant) was broken and the new one was to come in by next weekend. Its still in the store so we saw it but not in usePS- they dont have air conditioning in the indoor seating just so u know!Clean cutlery and tables, full bar and chic seating. Definitely coming back for more. I think i will try their tiramisu next time.. stay tuned and ""Meet me at bottega"""
325,"I've been wanting to try this restaurant after seeing/hearing lots of great reviews. It's super cute and serves up many IG worthy pictures. Parking is obviously street parking. They have outdoor and indoor seating options. I was able to walk in without reservations. Love that they keep a wait time posted on their yelp. You can add yourself to the waiting list before arriving.They serve complimentary focaccia break that you can dip in olive oil. The bread was alright but I always appreciate complimentary bread. I ordered the ravioli stuffed with mushrooms in a black truffle creme sauce. It was divine!! The pasta was perfectly cooked and the sauce was decadent! Would totally order it again. Unfortunately, our waiter wasn't very friendly. He gave off moody ""I hate my job"" vibes. After handing my friends and I our dishes he quickly dashed off while I was mid sentence and never checked on us. We had to hunt down someone else for chili flakes and the check. Regardless of the service I would return and probably try their pizzas next! They sound delish."
326,"I'm glad to say that Bottega lives up to its hype and isn't just for the aesthetics! If you're ever craving pasta, Bottega is the the place to be.SERVICE (1000/10): My mom and I loved our server Nicky! She radiates such a beautiful aura which went hand in hand with our first time experience at Bottega. I also do remember her vibing to Mama Mia with the table next to us. Truly iconic! Learning our preferences, mine was wanting a nice creamy pasta while my mom was craving something with seafood-- she was able to recommend 2 solid dishes. We ended both ended up getting the Pomodori Bruschetta for our appetizer, Sweet Dreams mocktail, along with the Mezzemaniche Boscaiola with Pink Sauce and the Pasta special for our entree. FOOD (8.5/10):- Bruschetta Pomodori: had a nice crunch to it, it was good but we've definitely had better. - Mezzemaniche Boscailo and Pasta special was truly delicious and didn't disappoint! I could say that the pasta was fresh and cooked to perfection, the portions filled up and these both were packed with so much flavor! Sweet Dreams mocktail: Personally loved this drink so much, it kinda reminds me of an Orange creamsicle but in liquid form. So good! Delicious food and reasonable prices is what we all love! AMBIANCE (10/10): - So cute, clean and beautifully decorated! Perfect for a date night or brunch with the girls. Overall, I would say it was worth it and definitely be back.Side note: Parking is super limited due to it being street parking! Thankfully it wasn't an issue for us!"
327,"My friend randomly found this restaurant and I'm glad they did! We went in the evening on a Sunday night and were lucky enough to park right in front on the street.There is indoor and outdoor seating. Both were very cute with nice lighting and such, but we chose to sit inside at a window, which was perfect. Our server (I THINK her name is Julia) was AMAZING! So sweet, charming, knowledgeable and overall kind. She gave great service that was fun and attentive, and was never overbearing. She had great recommendations that we didn't regret. The overall staff were extremely nice honestly. Unfortunately their fryer was down that night so we didn't get to try what we initially wanted, however I'm sure we'll both be back. What we ordered: Bruschetta Pomodori 5/5! Gnocchi with bolognese 3.5/5 Mezzelune Ai Porcini 5/5 A Hella Good (cocktail) 5/5 *I don't remember the name of mine but it was good as wellThe lemon cake dessert with mascarpone was pretty tasty, but nothing spectacular. I definitely recommend coming here..!"
328,"This place is a solid 4.5 with a perfect experience and good food! They don't take reservations, so it's usually just a wait, but luckily on a Sunday night, there was no wait. Sara was our waitress and was very nice, and she knew all about the food, joked around, and gave us good recommendations. The atmosphere is darker and intimate, but also very lively despite not having a wait, so it was definitely a place that people seem to enjoy! I have been here before, but did enjoy it the first time so wanted to try it out again (looks like I forgot to review this place the first time!)They gave complimentary bread as starters, and you could easily get lost finishing it while waiting for your food. Not sure how fresh the bread actually is, but it was buttered and warm. We ordered the Sacchetti and the Quattro Formaggi Roman pizza, and I was so surprised that this place actually split the pasta into two dishes for you to share! The Sacchetti is unlike anything I have tried before, and would say it is one of the dishes to try here to see what it's like. They are like tortellini/ravioli filled with cheese with hints of sweetness like pear, and then with some walnuts to add a sense of earthiness and crunch. It fills your mouth with all textures and flavors, and really does feel like a balanced pasta dish even though the ingredients are so simple! The Roman pizza was also very nice, a great amount of cheese but still with distinct flavors from the different cheeses they use. For dessert, we got the Tiramisu which I thought the cream was great, but just felt on the dryer side as it felt like the lady fingers could have been soaked more like you would have for a classic tiramisu. Last time I came here, I remember getting a pink sauce pasta, but that was on the tangy side and not something that I really remember, so I need to try it again next time I come to give a proper review of it. But the portion sizes were good and the service was great!Overall I think this is a solid modern Italian place in SF! I think the food and atmosphere is great to continue to visit again and again, and I don't think I'll find a dish like the Sacchetti anywhere else!"
329,"Love the food, ambiance and the service. Recommend the pink sauce pasta. Best place to celebrate your anniversary or bdays or any special occasion."
330,"The ambiance here is spectacular and so is everything else! My friends and I grabbed some drinks at the bar while we waited to get seated for our party of 5. It was a Monday, so we got a table fairly quickly. What I tried:* Garlic Bread - This usually comes with 4 pcs, but our waiter added 1 more since we had 5 people. Such an amazing simple appetizer!* Crab Cakes - I'm usually not a huge fan of crab cakes, but these were great. They had a nice crunchy exterior but the crab meat was not dry and had a great flavor. * Amatriciana - The pasta was perfectly cooked and smothered in this delicious spicy tomato sauce. I personally wouldn't have minded a little more spice but it was amazing still. * Gnocchi in Ragu sauce - The gnocchi was so fresh and basically melted in your mouth. Would definitely come here again to try it with all of the different sauce options. Going to be adding this spot to my favorites and will be coming back again soon!"
331,"First I would like to start off with the focaccia bread that they give complimentary, it's delicious! It's super fluffy and warm and great with the olive oil. The appetizers we got were pretty good as well and I got the truffle cream sauce with my pasta since i'm a huge truffle fan. The service was great as well and our server was really nice! They have outdoor and indoor seating, indoors is super cute but they do have heaters outside of indoor seating isn't available. Overall, Bottega is good and if you're going for classic pasta dishes to just satisfy ur pasta cravings I would recommend!"
332,"The food is always delicious!  That said, last night's Sacchetti was pathetically small for the price. It didn't even cover the bottom of the take out container. It was barely an appetizer. Fortunately there was plenty of Mezzemaniche Boscaiola to share."
333,"I loved everything about this place :) we went with friends without a reservation and were immediately seated, so that was the first win! Friendly service, gorgeous ambiance and amazing decor. it has seating indoor and outdoor.In $130 (before tip) we got:- free bread 3/5 for the table with condiments . I would save my calories for main course- eggplant pasta which we customized to add grilled chicken and make the sauce spicy 5/5- vegana pizza - 4.5/5 - loaded with veggies and just the perfect amount of cheese and crispy !!- calamari 5/5 - loved that it came with some veggies in it and made fresh not oily calamari with a yummy pink dip- virgin mojito - skip it- valencia dream cocktail 4/5  - pink gin based yummy- sweet dreams - 5/5 sweater and the best one i liked- sunset cocktail - 4/5Sadly, the big black pepper (star of the restaurant) was broken and the new one was to come in by next weekend. Its still in the store so we saw it but not in usePS- they dont have air conditioning in the indoor seating just so u know!Clean cutlery and tables, full bar and chic seating. Definitely coming back for more. I think i will try their tiramisu next time.. stay tuned and ""Meet me at bottega"""
334,"I've been wanting to try this restaurant after seeing/hearing lots of great reviews. It's super cute and serves up many IG worthy pictures. Parking is obviously street parking. They have outdoor and indoor seating options. I was able to walk in without reservations. Love that they keep a wait time posted on their yelp. You can add yourself to the waiting list before arriving.They serve complimentary focaccia break that you can dip in olive oil. The bread was alright but I always appreciate complimentary bread. I ordered the ravioli stuffed with mushrooms in a black truffle creme sauce. It was divine!! The pasta was perfectly cooked and the sauce was decadent! Would totally order it again. Unfortunately, our waiter wasn't very friendly. He gave off moody ""I hate my job"" vibes. After handing my friends and I our dishes he quickly dashed off while I was mid sentence and never checked on us. We had to hunt down someone else for chili flakes and the check. Regardless of the service I would return and probably try their pizzas next! They sound delish."
335,"I'm glad to say that Bottega lives up to its hype and isn't just for the aesthetics! If you're ever craving pasta, Bottega is the the place to be.SERVICE (1000/10): My mom and I loved our server Nicky! She radiates such a beautiful aura which went hand in hand with our first time experience at Bottega. I also do remember her vibing to Mama Mia with the table next to us. Truly iconic! Learning our preferences, mine was wanting a nice creamy pasta while my mom was craving something with seafood-- she was able to recommend 2 solid dishes. We ended both ended up getting the Pomodori Bruschetta for our appetizer, Sweet Dreams mocktail, along with the Mezzemaniche Boscaiola with Pink Sauce and the Pasta special for our entree. FOOD (8.5/10):- Bruschetta Pomodori: had a nice crunch to it, it was good but we've definitely had better. - Mezzemaniche Boscailo and Pasta special was truly delicious and didn't disappoint! I could say that the pasta was fresh and cooked to perfection, the portions filled up and these both were packed with so much flavor! Sweet Dreams mocktail: Personally loved this drink so much, it kinda reminds me of an Orange creamsicle but in liquid form. So good! Delicious food and reasonable prices is what we all love! AMBIANCE (10/10): - So cute, clean and beautifully decorated! Perfect for a date night or brunch with the girls. Overall, I would say it was worth it and definitely be back.Side note: Parking is super limited due to it being street parking! Thankfully it wasn't an issue for us!"
336,"My friend randomly found this restaurant and I'm glad they did! We went in the evening on a Sunday night and were lucky enough to park right in front on the street.There is indoor and outdoor seating. Both were very cute with nice lighting and such, but we chose to sit inside at a window, which was perfect. Our server (I THINK her name is Julia) was AMAZING! So sweet, charming, knowledgeable and overall kind. She gave great service that was fun and attentive, and was never overbearing. She had great recommendations that we didn't regret. The overall staff were extremely nice honestly. Unfortunately their fryer was down that night so we didn't get to try what we initially wanted, however I'm sure we'll both be back. What we ordered: Bruschetta Pomodori 5/5! Gnocchi with bolognese 3.5/5 Mezzelune Ai Porcini 5/5 A Hella Good (cocktail) 5/5 *I don't remember the name of mine but it was good as wellThe lemon cake dessert with mascarpone was pretty tasty, but nothing spectacular. I definitely recommend coming here..!"
337,"This place is a solid 4.5 with a perfect experience and good food! They don't take reservations, so it's usually just a wait, but luckily on a Sunday night, there was no wait. Sara was our waitress and was very nice, and she knew all about the food, joked around, and gave us good recommendations. The atmosphere is darker and intimate, but also very lively despite not having a wait, so it was definitely a place that people seem to enjoy! I have been here before, but did enjoy it the first time so wanted to try it out again (looks like I forgot to review this place the first time!)They gave complimentary bread as starters, and you could easily get lost finishing it while waiting for your food. Not sure how fresh the bread actually is, but it was buttered and warm. We ordered the Sacchetti and the Quattro Formaggi Roman pizza, and I was so surprised that this place actually split the pasta into two dishes for you to share! The Sacchetti is unlike anything I have tried before, and would say it is one of the dishes to try here to see what it's like. They are like tortellini/ravioli filled with cheese with hints of sweetness like pear, and then with some walnuts to add a sense of earthiness and crunch. It fills your mouth with all textures and flavors, and really does feel like a balanced pasta dish even though the ingredients are so simple! The Roman pizza was also very nice, a great amount of cheese but still with distinct flavors from the different cheeses they use. For dessert, we got the Tiramisu which I thought the cream was great, but just felt on the dryer side as it felt like the lady fingers could have been soaked more like you would have for a classic tiramisu. Last time I came here, I remember getting a pink sauce pasta, but that was on the tangy side and not something that I really remember, so I need to try it again next time I come to give a proper review of it. But the portion sizes were good and the service was great!Overall I think this is a solid modern Italian place in SF! I think the food and atmosphere is great to continue to visit again and again, and I don't think I'll find a dish like the Sacchetti anywhere else!"
338,"Love the food, ambiance and the service. Recommend the pink sauce pasta. Best place to celebrate your anniversary or bdays or any special occasion."
339,"Came here on a weekend for a late lunch. We had a group of 6 people and each of us ordered a different pasta, which was quite funny. We also got two dishes of the croquette (forgot what filling it had but it's pretty tasty!). I really like the interior (classy designs, big windows) too. Parking was not too bad (found some street parking on the block behind the store). Overall we had a good time dining here!"
340,"First I would like to start off with the focaccia bread that they give complimentary, it's delicious! It's super fluffy and warm and great with the olive oil. The appetizers we got were pretty good as well and I got the truffle cream sauce with my pasta since i'm a huge truffle fan. The service was great as well and our server was really nice! They have outdoor and indoor seating, indoors is super cute but they do have heaters outside of indoor seating isn't available. Overall, Bottega is good and if you're going for classic pasta dishes to just satisfy ur pasta cravings I would recommend!"
341,"The food is always delicious!  That said, last night's Sacchetti was pathetically small for the price. It didn't even cover the bottom of the take out container. It was barely an appetizer. Fortunately there was plenty of Mezzemaniche Boscaiola to share."
342,"I loved everything about this place :) we went with friends without a reservation and were immediately seated, so that was the first win! Friendly service, gorgeous ambiance and amazing decor. it has seating indoor and outdoor.In $130 (before tip) we got:- free bread 3/5 for the table with condiments . I would save my calories for main course- eggplant pasta which we customized to add grilled chicken and make the sauce spicy 5/5- vegana pizza - 4.5/5 - loaded with veggies and just the perfect amount of cheese and crispy !!- calamari 5/5 - loved that it came with some veggies in it and made fresh not oily calamari with a yummy pink dip- virgin mojito - skip it- valencia dream cocktail 4/5  - pink gin based yummy- sweet dreams - 5/5 sweater and the best one i liked- sunset cocktail - 4/5Sadly, the big black pepper (star of the restaurant) was broken and the new one was to come in by next weekend. Its still in the store so we saw it but not in usePS- they dont have air conditioning in the indoor seating just so u know!Clean cutlery and tables, full bar and chic seating. Definitely coming back for more. I think i will try their tiramisu next time.. stay tuned and ""Meet me at bottega"""
343,"I've been wanting to try this restaurant after seeing/hearing lots of great reviews. It's super cute and serves up many IG worthy pictures. Parking is obviously street parking. They have outdoor and indoor seating options. I was able to walk in without reservations. Love that they keep a wait time posted on their yelp. You can add yourself to the waiting list before arriving.They serve complimentary focaccia break that you can dip in olive oil. The bread was alright but I always appreciate complimentary bread. I ordered the ravioli stuffed with mushrooms in a black truffle creme sauce. It was divine!! The pasta was perfectly cooked and the sauce was decadent! Would totally order it again. Unfortunately, our waiter wasn't very friendly. He gave off moody ""I hate my job"" vibes. After handing my friends and I our dishes he quickly dashed off while I was mid sentence and never checked on us. We had to hunt down someone else for chili flakes and the check. Regardless of the service I would return and probably try their pizzas next! They sound delish."
344,"I'm glad to say that Bottega lives up to its hype and isn't just for the aesthetics! If you're ever craving pasta, Bottega is the the place to be.SERVICE (1000/10): My mom and I loved our server Nicky! She radiates such a beautiful aura which went hand in hand with our first time experience at Bottega. I also do remember her vibing to Mama Mia with the table next to us. Truly iconic! Learning our preferences, mine was wanting a nice creamy pasta while my mom was craving something with seafood-- she was able to recommend 2 solid dishes. We ended both ended up getting the Pomodori Bruschetta for our appetizer, Sweet Dreams mocktail, along with the Mezzemaniche Boscaiola with Pink Sauce and the Pasta special for our entree. FOOD (8.5/10):- Bruschetta Pomodori: had a nice crunch to it, it was good but we've definitely had better. - Mezzemaniche Boscailo and Pasta special was truly delicious and didn't disappoint! I could say that the pasta was fresh and cooked to perfection, the portions filled up and these both were packed with so much flavor! Sweet Dreams mocktail: Personally loved this drink so much, it kinda reminds me of an Orange creamsicle but in liquid form. So good! Delicious food and reasonable prices is what we all love! AMBIANCE (10/10): - So cute, clean and beautifully decorated! Perfect for a date night or brunch with the girls. Overall, I would say it was worth it and definitely be back.Side note: Parking is super limited due to it being street parking! Thankfully it wasn't an issue for us!"
345,"My friend randomly found this restaurant and I'm glad they did! We went in the evening on a Sunday night and were lucky enough to park right in front on the street.There is indoor and outdoor seating. Both were very cute with nice lighting and such, but we chose to sit inside at a window, which was perfect. Our server (I THINK her name is Julia) was AMAZING! So sweet, charming, knowledgeable and overall kind. She gave great service that was fun and attentive, and was never overbearing. She had great recommendations that we didn't regret. The overall staff were extremely nice honestly. Unfortunately their fryer was down that night so we didn't get to try what we initially wanted, however I'm sure we'll both be back. What we ordered: Bruschetta Pomodori 5/5! Gnocchi with bolognese 3.5/5 Mezzelune Ai Porcini 5/5 A Hella Good (cocktail) 5/5 *I don't remember the name of mine but it was good as wellThe lemon cake dessert with mascarpone was pretty tasty, but nothing spectacular. I definitely recommend coming here..!"
346,"This place is a solid 4.5 with a perfect experience and good food! They don't take reservations, so it's usually just a wait, but luckily on a Sunday night, there was no wait. Sara was our waitress and was very nice, and she knew all about the food, joked around, and gave us good recommendations. The atmosphere is darker and intimate, but also very lively despite not having a wait, so it was definitely a place that people seem to enjoy! I have been here before, but did enjoy it the first time so wanted to try it out again (looks like I forgot to review this place the first time!)They gave complimentary bread as starters, and you could easily get lost finishing it while waiting for your food. Not sure how fresh the bread actually is, but it was buttered and warm. We ordered the Sacchetti and the Quattro Formaggi Roman pizza, and I was so surprised that this place actually split the pasta into two dishes for you to share! The Sacchetti is unlike anything I have tried before, and would say it is one of the dishes to try here to see what it's like. They are like tortellini/ravioli filled with cheese with hints of sweetness like pear, and then with some walnuts to add a sense of earthiness and crunch. It fills your mouth with all textures and flavors, and really does feel like a balanced pasta dish even though the ingredients are so simple! The Roman pizza was also very nice, a great amount of cheese but still with distinct flavors from the different cheeses they use. For dessert, we got the Tiramisu which I thought the cream was great, but just felt on the dryer side as it felt like the lady fingers could have been soaked more like you would have for a classic tiramisu. Last time I came here, I remember getting a pink sauce pasta, but that was on the tangy side and not something that I really remember, so I need to try it again next time I come to give a proper review of it. But the portion sizes were good and the service was great!Overall I think this is a solid modern Italian place in SF! I think the food and atmosphere is great to continue to visit again and again, and I don't think I'll find a dish like the Sacchetti anywhere else!"
347,"Love the food, ambiance and the service. Recommend the pink sauce pasta. Best place to celebrate your anniversary or bdays or any special occasion."
348,"Came here on a weekend for a late lunch. We had a group of 6 people and each of us ordered a different pasta, which was quite funny. We also got two dishes of the croquette (forgot what filling it had but it's pretty tasty!). I really like the interior (classy designs, big windows) too. Parking was not too bad (found some street parking on the block behind the store). Overall we had a good time dining here!"
349,"- Calling this my #1 favorite Italian restaurant- Friendliest and most attentive staff- Seats available inside and outside the restaurant- Dishes appear small, but it is filling- What is that amazing spicy sauce?- Walking distance from the 24th Mission street BARTI have tried a few Italian restaurants before, but none has truly given me a wonderful experience like this one. Actually, I'll compliment further, this was the best restaurant experience I ever had from any food category. The staff were the best at sharing us recommendations, special menus of the day, clearing the plates and tables, checking in from time to time to ask us if we are doing great, every aspect was so lovely.We arrived at the restaurant to have a delicious and good time, and Bottega delivered. I would like to give the rating 10+ stars if I could.Bottega has been in my bookmarks since I first saw the restaurant while walking around Valencia street. I love the warm and pretty interior decorations of flowers and the soft pink colors. I always recall the restaurant filled with people, so we decided to get there as early as possible. We entered 30 minutes after it opened and there were more seats than I last recall from my last visit in Valencia street. Along with tables, bar side tables, there is also outdoor seating.The staff welcomed us and asked whether we wanted to sit inside or outside, and we opted for inside. The view from the inside is so pretty! The light from the outside is just right amount to filter through the tall windows. The staff handed us a menu; the front side is the food and the other side was the alcoholic drinks. I did wonder, hm, where is the coffee and the dessert, but that was well orchestrated by Bottega.While we were deciding, the staff mentioned about a special menu of minestrone soup or the pork chop, and we were intrigued with the minestrone soup. We ordered three dishes the Amatriciana, the prosciutto pizza (saw this from yelp photos), and the minestrone soup. As the food was being prepared, the staff asked if we were planning to share the dishes, and explained the unbelievably long pepper grinder we witnessed from a different guest.The minestrone arrived first and then the Amatriciana pasta. The staff came by and asked if we wanted more cheese, pepper, or the spicy sauce on the side. We asked for the spicy sauce on the side -- and yes, we needed to ask for more pepper. The pepper grinding was so cool and fun to stare at. xD I have a pepper grinder at home, but this one was almost as tall as a young child. Where did they sell these?The minestrone soup was very smooth and rich with flavor. My relative, who loves dishes with vegetables, praised this a lot and really enjoyed this soup. The vegetables in the broth were cooked so well, so soft, that light bites were enough. I might have wished we ordered another bowl, so we'll keep that in mind for next time.I was blown away with the spicy sauce when paired with the Amatriciana. What is that magic? There is a drastically amazing difference when tasting the pasta before adding the spicy sauce versus after. Before, it is good, but it also felt hefty. I sprinkled a little bit of the spicy sauce, and all of the sudden the flavors elevated and the dish became refreshing? It was like a magic transformation. Also, despite calling it the spicy sauce, it wasn't spicy even for me, who has low spice tolerance. The pasta noodle was cooked al dente, so there was an evenly smooth chew on each bite. The prosciutto pizza arrived while we were still eating and being amazed by the Amatriciana and the minestrone soup. It was cut in 8 pieces and each slice has prosciutto, cheese, and a cream that was particularly my favorite. It was milky and balanced out the salt from the prosciutto. On the first bite, I first tasted the salt, but it evened out in the end of the meal. Due to how thin the prosciutto is, this one was the hardest to eat out of the others. Prosciutto is not an easy piece to eat.We were feeling full, when the staff handed a petite dessert menu. Now, before this arrived, I told my family that if they offer me a dessert I will say ""yes,"" So, yes, we ordered dessert. Here, the staff explained the different desserts and pointed out the staff's favorite. I decided to go for the staff favorite, which was the third one in the list, after the panna cotta. (I tried my best to look by the search engine but I couldn't remember what it was called). We also ordered the panna cotta.The panna cotta was so good, the cream is so milky and melt into the mouth. I loved it a lot. Strawberry puree covered the top and the slightly sour and sweet strawberry complimented perfectly with it. Man, it was crazy because we were full moments ago, but the heaviness disappeared the moment we took a bite of the desserts.I also loved the other dessert. It is slightly heavier than the panna cotta, and I love the yellow custard.Yelp told me I'm at my word limit."
350,"The food is always delicious!  That said, last night's Sacchetti was pathetically small for the price. It didn't even cover the bottom of the take out container. It was barely an appetizer. Fortunately there was plenty of Mezzemaniche Boscaiola to share."
351,"I loved everything about this place :) we went with friends without a reservation and were immediately seated, so that was the first win! Friendly service, gorgeous ambiance and amazing decor. it has seating indoor and outdoor.In $130 (before tip) we got:- free bread 3/5 for the table with condiments . I would save my calories for main course- eggplant pasta which we customized to add grilled chicken and make the sauce spicy 5/5- vegana pizza - 4.5/5 - loaded with veggies and just the perfect amount of cheese and crispy !!- calamari 5/5 - loved that it came with some veggies in it and made fresh not oily calamari with a yummy pink dip- virgin mojito - skip it- valencia dream cocktail 4/5  - pink gin based yummy- sweet dreams - 5/5 sweater and the best one i liked- sunset cocktail - 4/5Sadly, the big black pepper (star of the restaurant) was broken and the new one was to come in by next weekend. Its still in the store so we saw it but not in usePS- they dont have air conditioning in the indoor seating just so u know!Clean cutlery and tables, full bar and chic seating. Definitely coming back for more. I think i will try their tiramisu next time.. stay tuned and ""Meet me at bottega"""
352,"I've been wanting to try this restaurant after seeing/hearing lots of great reviews. It's super cute and serves up many IG worthy pictures. Parking is obviously street parking. They have outdoor and indoor seating options. I was able to walk in without reservations. Love that they keep a wait time posted on their yelp. You can add yourself to the waiting list before arriving.They serve complimentary focaccia break that you can dip in olive oil. The bread was alright but I always appreciate complimentary bread. I ordered the ravioli stuffed with mushrooms in a black truffle creme sauce. It was divine!! The pasta was perfectly cooked and the sauce was decadent! Would totally order it again. Unfortunately, our waiter wasn't very friendly. He gave off moody ""I hate my job"" vibes. After handing my friends and I our dishes he quickly dashed off while I was mid sentence and never checked on us. We had to hunt down someone else for chili flakes and the check. Regardless of the service I would return and probably try their pizzas next! They sound delish."
353,"I'm glad to say that Bottega lives up to its hype and isn't just for the aesthetics! If you're ever craving pasta, Bottega is the the place to be.SERVICE (1000/10): My mom and I loved our server Nicky! She radiates such a beautiful aura which went hand in hand with our first time experience at Bottega. I also do remember her vibing to Mama Mia with the table next to us. Truly iconic! Learning our preferences, mine was wanting a nice creamy pasta while my mom was craving something with seafood-- she was able to recommend 2 solid dishes. We ended both ended up getting the Pomodori Bruschetta for our appetizer, Sweet Dreams mocktail, along with the Mezzemaniche Boscaiola with Pink Sauce and the Pasta special for our entree. FOOD (8.5/10):- Bruschetta Pomodori: had a nice crunch to it, it was good but we've definitely had better. - Mezzemaniche Boscailo and Pasta special was truly delicious and didn't disappoint! I could say that the pasta was fresh and cooked to perfection, the portions filled up and these both were packed with so much flavor! Sweet Dreams mocktail: Personally loved this drink so much, it kinda reminds me of an Orange creamsicle but in liquid form. So good! Delicious food and reasonable prices is what we all love! AMBIANCE (10/10): - So cute, clean and beautifully decorated! Perfect for a date night or brunch with the girls. Overall, I would say it was worth it and definitely be back.Side note: Parking is super limited due to it being street parking! Thankfully it wasn't an issue for us!"
